NAME,PARTIES
DI BARTOLOMEO Luigi,Forza Italia
DI LELLO FINUOLI Giuseppe,Rifondazione Comunista - Sinistra Europea
DINI Lamberto,L'Ulivo;Misto
DI SIENA Piero,L'Ulivo;Sinistra Democratica per il Socialismo Europeo
DIVELLA Francesco,Alleanza Nazionale
DIVINA Sergio,Lega Nord Padania
DONATI Anna,Insieme con l'Unione Verdi - Comunisti Italiani
D'ONOFRIO Francesco,Unione dei Democraticicristiani e di Centro (UDC)
EMPRIN GILARDINI Erminia,Rifondazione Comunista - Sinistra Europea
ENRIQUES Federico,L'Ulivo
EUFEMI Maurizio,Unione dei Democraticicristiani e di Centro (UDC);Misto
FANTOLA Massimo,Unione dei Democraticicristiani e di Centro (UDC)
FAZIO Bartolo,L'Ulivo;Per le Autonomie
FAZZONE Claudio,Forza Italia
FERRANTE Francesco,L'Ulivo
FERRARA Mario,Forza Italia
FILIPPI Marco,L'Ulivo
FINOCCHIARO Anna,L'Ulivo
FIRRARELLO Giuseppe,Forza Italia
FISICHELLA Domenico,L'Ulivo;Misto
FLUTTERO Andrea,Alleanza Nazionale
FOLLINI Marco,Unione dei Democraticicristiani e di Centro (UDC);Misto;L'Ulivo
FONTANA Carlo,L'Ulivo
FORMIGONI Roberto,Forza Italia
FORMISANO Aniello,Misto
FORTE Michele,Unione dei Democraticicristiani e di Centro (UDC)
FRANCO Paolo,Lega Nord Padania
FRANCO Vittoria,L'Ulivo
FRUSCIO Dario,Lega Nord Padania
FUDA Pietro,Misto
GABANA Albertino,Lega Nord Padania;Misto;Forza Italia
GAGGIO GIULIANI Adelaide,Rifondazione Comunista - Sinistra Europea
GAGLIARDI Rina,Rifondazione Comunista - Sinistra Europea
GALAN Giancarlo,Forza Italia
GALARDI Guido,L'Ulivo;Sinistra Democratica per il Socialismo Europeo
GALLI Dario,Lega Nord Padania
GARRAFFA Costantino,L'Ulivo
GASBARRI Mario,L'Ulivo
GENTILE Antonio,Forza Italia
GHEDINI Niccolo',Forza Italia
GHIGO Enzo Giorgio,Forza Italia
GIAMBRONE Fabio,Misto
GIANNINI Fosco,Rifondazione Comunista - Sinistra Europea
GIARETTA Paolo,L'Ulivo
GIRFATTI Antonio Franco,Forza Italia;Democrazia Cristiana - Indipendenti - Movimento per l'Autonomia
GIULIANO Pasquale,Forza Italia
GRAMAZIO Domenico,Alleanza Nazionale
GRASSI Claudio,Rifondazione Comunista - Sinistra Europea
GRILLO Luigi,Forza Italia
GUZZANTI Paolo,Forza Italia
IANNUZZI Raffaele,Forza Italia
IORIO Angelo Michele,Forza Italia
IOVENE Nuccio,L'Ulivo;Sinistra Democratica per il Socialismo Europeo
IZZO Cosimo,Forza Italia
LADU Salvatore,L'Ulivo
LARIZZA Pietro,Partito Democratico-L'Ulivo
LATORRE Nicola,L'Ulivo
LEGNINI Giovanni,L'Ulivo
LEONI Giuseppe,Lega Nord Padania
LEVI-MONTALCINI Rita,Misto
LIBE' Mauro,Unione dei Democraticicristiani e di Centro (UDC)
LIOTTA Santo,Rifondazione Comunista - Sinistra Europea
LIVI BACCI Massimo,L'Ulivo
LORUSSO Antonio,Forza Italia
LOSURDO Stefano,Alleanza Nazionale;Misto
LUNARDI Pietro,Forza Italia
LUSI Luigi,L'Ulivo
MACCANICO Antonio,L'Ulivo
MAFFIOLI Graziano,Unione dei Democraticicristiani e di Centro (UDC)
MAGISTRELLI Marina,L'Ulivo
MAGNOLFI Beatrice,L'Ulivo
MALABARBA Luigi,Rifondazione Comunista - Sinistra Europea
MALAN Lucio,Forza Italia
MALVANO Franco,Forza Italia
MANCINO Nicola,L'Ulivo
MANINETTI Luigi,Unione dei Democraticicristiani e di Centro (UDC)
MANNINO Calogero,Unione dei Democraticicristiani e di Centro (UDC)
MANTICA Alfredo,Alleanza Nazionale
MANTOVANO Alfredo,Alleanza Nazionale
MANUNZA Ignazio,Forza Italia;Democrazia Cristiana - Indipendenti - Movimento per l'Autonomia
MANZELLA Andrea,L'Ulivo
MANZIONE Roberto,L'Ulivo;Misto
MARCONI Luca,Unione dei Democraticicristiani e di Centro (UDC)
MARCORA Luca,L'Ulivo
MARINI Franco,L'Ulivo
MARINI Giulio,Forza Italia
MARINO Ignazio,L'Ulivo
MARITATI Alberto,L'Ulivo
MARTINAT Ugo,Alleanza Nazionale
MARTONE Francesco,Rifondazione Comunista - Sinistra Europea
MASSA Augusto,L'Ulivo
MASSIDDA Piergiorgio,Forza Italia;Democrazia Cristiana - Indipendenti - Movimento per l'Autonomia
MASTELLA Clemente,Misto
MATTEOLI Altero,Alleanza Nazionale
MAURO Giovanni,Forza Italia
MAZZARELLO Graziano,L'Ulivo
MELE Giorgio,L'Ulivo;Sinistra Democratica per il Socialismo Europeo
MENARDI Giuseppe,Alleanza Nazionale
MERCATALI Vidmer,L'Ulivo
MICHELONI Claudio,L'Ulivo
MOLINARI Claudio,L'Ulivo;Per le Autonomie
MONACELLI Sandra,Unione dei Democraticicristiani e di Centro (UDC)
MONGIELLO Colomba,L'Ulivo
MONTALBANO Accursio,L'Ulivo;Per le Autonomie;Sinistra Democratica per il Socialismo Europeo;Misto
MONTINO Esterino,L'Ulivo
MORANDO Enrico,L'Ulivo
MORGANDO Gianfranco,L'Ulivo
MORRA Carmelo,Forza Italia
MORSELLI Stefano,Alleanza Nazionale;Misto
MUGNAI Franco,Alleanza Nazionale
NANIA Domenico,Alleanza Nazionale
NAPOLITANO Giorgio,L'Ulivo
NARDINI Maria Celeste,Rifondazione Comunista - Sinistra Europea
NARO Giuseppe,Unione dei Democraticicristiani e di Centro (UDC)
NEGRI Magda,L'Ulivo;Per le Autonomie
NESSA Pasquale,Forza Italia
NIEDDU Gianni,L'Ulivo
NOVI Emiddio,Forza Italia
PALERMI Manuela,Insieme con l'Unione Verdi - Comunisti Italiani
PALERMO Anna Maria,Rifondazione Comunista - Sinistra Europea
PALLARO Luigi,Misto
PALMA Nitto Francesco,Forza Italia
PALUMBO Aniello,L'Ulivo
PAPANIA Antonino,L'Ulivo
PARAVIA Antonio,Alleanza Nazionale
PASETTO Giorgio,L'Ulivo
PASTORE Andrea,Forza Italia
PECORARO SCANIO Marco,Insieme con l'Unione Verdi - Comunisti Italiani
PEGORER Carlo,L'Ulivo
PELLEGATTA Maria Agostina,Insieme con l'Unione Verdi - Comunisti Italiani
PERA Marcello,Forza Italia
PERRIN Carlo,Misto;Per le Autonomie
PETERLINI Oskar,Misto;Per le Autonomie
PIANETTA Enrico,Forza Italia;Democrazia Cristiana-P. repubblicano ital-Indip.-Mov. per l'Autonomia
PICCIONI Lorenzo,Forza Italia
PICCONE Filippo,Forza Italia
PIGLIONICA Donato,L'Ulivo
PIGNEDOLI Leana,L'Ulivo
PININFARINA Sergio,Misto
PINZA Roberto,L'Ulivo
PINZGER Manfred,Misto;Per le Autonomie
PIONATI Francesco,Unione dei Democraticicristiani e di Centro (UDC)
PIROVANO Ettore Pietro,Lega Nord Padania
PISA Silvana,L'Ulivo;Sinistra Democratica per il Socialismo Europeo
PISANU Beppe,Forza Italia
PISTORIO Giovanni,Misto;Democrazia Cristiana - Indipendenti - Movimento per l'Autonomia
PITTELLI Giancarlo,Forza Italia
POLI Nedo Lorenzo,Unione dei Democraticicristiani e di Centro (UDC)
POLITO Antonio,L'Ulivo
POLLASTRI Edoardo,L'Ulivo
POLLEDRI Massimo,Lega Nord Padania
PONTONE Francesco,Alleanza Nazionale
POSSA Guido,Forza Italia
PROCACCI Giovanni,L'Ulivo
QUAGLIARIELLO Gaetano,Forza Italia
RAME Franca,Misto
RAMPONI Luigi,Alleanza Nazionale
RANDAZZO Nino,L'Ulivo
RANIERI Andrea,L'Ulivo
REBUZZI Antonella,Forza Italia
RIA Lorenzo Emilio,L'Ulivo
RIPAMONTI Natale,Insieme con l'Unione Verdi - Comunisti Italiani
ROILO Giorgio,L'Ulivo
RONCHI Edo,L'Ulivo
ROSSA Sabina,L'Ulivo
ROSSI Fernando,Insieme con l'Unione Verdi - Comunisti Italiani;Misto
ROSSI Paolo,L'Ulivo
ROTONDI Gianfranco,Misto;Democrazia Cristiana - Indipendenti - Movimento per l'Autonomia
RUBINATO Simonetta,L'Ulivo;Per le Autonomie
RUGGERI Salvatore,Unione dei Democraticicristiani e di Centro (UDC)
RUSSO SPENA Giovanni,Rifondazione Comunista - Sinistra Europea
SACCONI Maurizio,Forza Italia
SAIA Maurizio,Alleanza Nazionale
SALVI Cesare,L'Ulivo;Sinistra Democratica per il Socialismo Europeo
SANCIU Fedele,Forza Italia
SANTINI Giacomo,Forza Italia;Democrazia Cristiana - Indipendenti - Movimento per l'Autonomia
SAPORITO Learco,Alleanza Nazionale
SARO Giuseppe,Misto;Democrazia Cristiana - Indipendenti - Movimento per l'Autonomia
SCALERA Giuseppe,L'Ulivo;Misto
SCALFARO Oscar Luigi,Misto
SCARABOSIO Aldo,Forza Italia
SCARPA BONAZZA BUORA Paolo,Forza Italia
SCARPETTI Lido,L'Ulivo
SCHIFANI Renato,Forza Italia
SCOTTI Luigi,Forza Italia
SELVA Gustavo,Alleanza Nazionale;Forza Italia
SERAFINI Anna Maria,L'Ulivo
SILVESTRI Gianpaolo,Insieme con l'Unione Verdi - Comunisti Italiani
SINISI Giannicola,L'Ulivo
SODANO Tommaso,Rifondazione Comunista - Sinistra Europea
SOLIANI Albertina,L'Ulivo
STANCA Lucio,Forza Italia
STEFANI Stefano,Lega Nord Padania
STERPA Egidio,Forza Italia
STIFFONI Piergiorgio,Lega Nord Padania
STORACE Francesco,Alleanza Nazionale;Misto
STRACQUADANIO Giorgio,Forza Italia;Democrazia Cristiana - Indipendenti - Movimento per l'Autonomia
STRANO Nino,Alleanza Nazionale
TADDEI Vincenzo,Forza Italia
TECCE Raffaele,Rifondazione Comunista - Sinistra Europea
THALER AUSSERHOFER Helga,Misto;Per le Autonomie
TIBALDI Dino,Insieme con l'Unione Verdi - Comunisti Italiani
TOFANI Oreste,Alleanza Nazionale
TOMASSINI Antonio,Forza Italia
TONINI Giorgio,L'Ulivo;Per le Autonomie
TOTARO Achille,Alleanza Nazionale
TREMATERRA Gino,Unione dei Democraticicristiani e di Centro (UDC)
TREU Tiziano,L'Ulivo
TURANO Renato Guerino,L'Ulivo
TURCO Livia,L'Ulivo
TURIGLIATTO Franco,Rifondazione Comunista - Sinistra Europea;Misto
VALDITARA Giuseppe,Alleanza Nazionale
VALENTINO Giuseppe,Alleanza Nazionale
VALPIANA Tiziana,Rifondazione Comunista - Sinistra Europea
VANO Olimpia,Rifondazione Comunista - Sinistra Europea
VEGAS Giuseppe,Forza Italia
VENTUCCI Cosimo,Forza Italia
VERNETTI Gianni,L'Ulivo
VICECONTE Guido,Forza Italia
VIESPOLI Pasquale,Alleanza Nazionale
VILLECCO CALIPARI Rosa Maria,L'Ulivo
VILLONE Massimo,L'Ulivo;Sinistra Democratica per il Socialismo Europeo
VITALI Walter,L'Ulivo
VIZZINI Carlo,Forza Italia
ZANDA Luigi,L'Ulivo
ZANETTIN Pierantonio,Forza Italia
ZANOLETTI Tomaso,Unione dei Democraticicristiani e di Centro (UDC)
ZANONE Valerio,L'Ulivo
ZAVOLI Sergio,L'Ulivo
ZICCONE Guido,Forza Italia
ZUCCHERINI Stefano,Rifondazione Comunista - Sinistra Europea
