NAME,PARTIES
DENTAMARO Ida Maria,Federazione Cristiano Democratica - CDU;CCD-Cristiani Democratici per la liberta';Misto;Unione Democratici per l' Europa (UDEUR)
DE SANTIS Carmine,Federazione Cristiano Democratica - CCD
DE ZULUETA Tana,Sinistra Democratica - l'Ulivo
DIANA Lino,Partito Popolare Italiano
DIANA Lorenzo,Sinistra Democratica - l'Ulivo
DI BENEDETTO Doriano,Forza Italia;Misto;Rinnovamento Italiano e Indipendenti;Unione Democratica per la Repubblica (UDR)
DI ORIO Ferdinando,Sinistra Democratica - l'Ulivo
DI PIETRO Antonio,Misto
DOLAZZA Massimo,Lega
DONDEYNAZ Guido,Misto
DONISE Eugenio Mario,Sinistra Democratica - l'Ulivo
D'ONOFRIO Francesco,Federazione Cristiano Democratica - CCD
D'URSO Mario,Rinnovamento Italiano;Misto;Rinnovamento Italiano e Indipendenti;Misto;Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto
DUVA Antonio,Misto;Democratici di Sinistra - l'Ulivo
ELIA Leopoldo,Partito Popolare Italiano
ERROI Bruno,Partito Popolare Italiano;Forza Italia
FALOMI Antonio,Sinistra Democratica - l'Ulivo
FANFANI Amintore,Partito Popolare Italiano
FASSONE Elvio,Sinistra Democratica - l'Ulivo
FAUSTI Franco,Federazione Cristiano Democratica - CCD
FERRANTE Giovanni,Sinistra Democratica - l'Ulivo
FIGURELLI Michele,Sinistra Democratica - l'Ulivo
FILOGRANA Eugenio,Forza Italia;Unione Democratica per la Repubblica (UDR);Misto
FIORILLO Bianca Maria,Rinnovamento Italiano;Misto;Rinnovamento Italiano e Indipendenti;Misto;Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto
FIRRARELLO Giuseppe,Federazione Cristiano Democratica - CDU;Forza Italia
FISICHELLA Domenico,Alleanza Nazionale
FLORINO Michele,Alleanza Nazionale
FOLLIERI Luigi,Partito Popolare Italiano
FOLLONI Gian Guido,Federazione Cristiano Democratica - CDU;Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto
FORCIERI Giovanni Lorenzo,Sinistra Democratica - l'Ulivo
FUMAGALLI CARULLI Ombretta,Federazione Cristiano Democratica - CCD;Rinnovamento Italiano e Indipendenti;Misto;Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto
FUSILLO Nicola,Partito Popolare Italiano
GAMBINI Sergio,Sinistra Democratica - l'Ulivo
GASPERINI Luciano,Lega
GAWRONSKI Jas,Forza Italia
GERMANA' Basilio,Forza Italia
GIARETTA Paolo,Partito Popolare Italiano
GIORGIANNI Angelo,Rinnovamento Italiano;Misto;Rinnovamento Italiano e Indipendenti;Misto;Partito Popolare Italiano;Unione Democratici per l' Europa (UDEUR)
GIOVANELLI Fausto,Sinistra Democratica - l'Ulivo
GNUTTI Vito,Lega;Misto;Democrazia Europea
GRECO Mario,Forza Italia
GRILLO Luigi,Forza Italia
GRUOSSO Vito,Sinistra Democratica - l'Ulivo
GUALTIERI Libero,Sinistra Democratica - l'Ulivo
GUBERT Renzo,Federazione Cristiano Democratica - CDU;Misto
GUERZONI Luciano,Sinistra Democratica - l'Ulivo
IULIANO Giovanni,Rinnovamento Italiano;Misto;Democratici di Sinistra - l'Ulivo
JACCHIA Enrico,Lega;Misto;Unione Democratica per la Repubblica (UDR);Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto;Forza Italia
LAGO Luciano,Lega;Misto;Democrazia Europea
LA LOGGIA Enrico,Forza Italia
LARIZZA Rocco,Sinistra Democratica - l'Ulivo
LASAGNA Roberto,Forza Italia
LAURIA Baldassare,Forza Italia;Rinnovamento Italiano e Indipendenti;per l'UDR (CDU-CDR-Nuova Italia)
LAURIA Michele,Partito Popolare Italiano
LAURICELLA Angelo,Sinistra Democratica - l'Ulivo
LAURO Salvatore,Forza Italia
LAVAGNINI Severino,Partito Popolare Italiano
LEONE Giovanni,Misto
LEONI Giuseppe,Lega Forza Padania per l'indipendenza del Nord
LISI Antonio,Alleanza Nazionale
LO CURZIO Giuseppe,Partito Popolare Italiano;Centro Cristiano Democratico
LOIERO Agazio,Federazione Cristiano Democratica - CCD;Cristiani Dem. Uniti-Cristiani Dem. per la Repub.
LOMBARDI SATRIANI Luigi,Sinistra Democratica - l'Ulivo
LORENZI Luciano,Lega;Misto;Democrazia Europea
LORETO Rocco Vito,Sinistra Democratica - l'Ulivo
LUBRANO DI RICCO Giovanni,Verdi - l'Ulivo
MACERATINI Giulio,Alleanza Nazionale
MACONI Loris Giuseppe,Sinistra Democratica - l'Ulivo
MAGGI Ernesto,Alleanza Nazionale
MAGGIORE Giuseppe,Forza Italia
MAGLIOCCHETTI Bruno,Alleanza Nazionale
MAGNALBO' Luciano,Alleanza Nazionale
MANARA Elia,Lega
MANCA Vincenzo Ruggero,Forza Italia
MANCINO Nicola,Partito Popolare Italiano
MANCONI Luigi,Verdi - l'Ulivo
MANFREDI Luigi,Forza Italia
MANFROI Donato,Lega;Misto;Democrazia Europea
MANIERI Maria Rosaria,Rinnovamento Italiano;Misto
MANIS Adolfo,Forza Italia;Rinnovamento Italiano e Indipendenti;Misto;Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto
MANTICA Alfredo,Alleanza Nazionale
MANZELLA Andrea,Democratici di Sinistra - l'Ulivo
MANZI Luciano,Rifondazione Comunista - Progressisti;Misto
MARCHETTI Fausto,Rifondazione Comunista - Progressisti;Misto
MARINI Cesare,Rinnovamento Italiano;Misto
MARINO Luigi,Rifondazione Comunista - Progressisti;Misto
MARITATI Alberto,Misto
MARRI Italo,Alleanza Nazionale
MARTELLI Valentino,Alleanza Nazionale;Misto;per l'UDR (CDU-CDR-Nuova Italia);Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto;Forza Italia
MASCIONI Giuseppe,Democratici di Sinistra - l'Ulivo
MASULLO Aldo,Sinistra Democratica - l'Ulivo
MAZZUCA POGGIOLINI Carla,Rinnovamento Italiano;Misto;Rinnovamento Italiano e Indipendenti;Misto
MEDURI Renato,Alleanza Nazionale
MELE Giorgio,Sinistra Democratica - l'Ulivo
MELONI Franco Costantino,Misto
MELUZZI Alessandro,Forza Italia;Misto;per l'UDR (CDU-CDR-Nuova Italia);Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto;Verdi - l'Ulivo;Misto;Unione Democratici per l' Europa (UDeuR)
MICELE Silvano,Sinistra Democratica - l'Ulivo
MIGLIO Gianfranco,Misto
MIGNONE Valerio,Sinistra Democratica - l'Ulivo;Misto
MIGONE Gian Giacomo,Sinistra Democratica - l'Ulivo
MILIO Pietro,Forza Italia;Misto
MINARDO Riccardo,Federazione Cristiano Democratica - CCD;Cristiani Dem. Uniti-Cristiani Dem. per la Repub.;Forza Italia
MISSERVILLE Romano,Alleanza Nazionale;per l'UDR (CDU-CDR-Nuova Italia)
MONTAGNA Tullio,Sinistra Democratica - l'Ulivo
MONTAGNINO Antonio Michele,Partito Popolare Italiano
MONTELEONE Antonino,Alleanza Nazionale
MONTICONE Alberto Adalgisio,Partito Popolare Italiano
MORANDO Enrico,Sinistra Democratica - l'Ulivo
MORO Francesco,Lega
MULAS Giuseppe,Alleanza Nazionale
MUNDI Vittorio,Forza Italia;Rinnovamento Italiano e Indipendenti;Misto;Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Unione Democratici per l' Europa (UDeuR)
MUNGARI Vincenzo,Forza Italia
MURINEDDU Giovanni Pietro,Sinistra Democratica - l'Ulivo
NAPOLI Bruno,Federazione Cristiano Democratica - CCD
NAPOLI Roberto,Federazione Cristiano Democratica - CCD;Cristiani Dem. Uniti-Cristiani Dem. per la Repub.
NAVA Davide,Federazione Cristiano Democratica - CCD;Cristiani Dem. Uniti-Cristiani Dem. per la Repub.
NIEDDU Gianni,Sinistra Democratica - l'Ulivo
NOVI Emiddio,Forza Italia
OCCHIPINTI Mario,Misto
OSSICINI Adriano,Rinnovamento Italiano;Misto;Rinnovamento Italiano e Indipendenti;Misto;Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto
PACE Lodovico,Alleanza Nazionale
PAGANO Maria Grazia,Sinistra Democratica - l'Ulivo
PALOMBO Mario,Alleanza Nazionale
PALUMBO Aniello,Partito Popolare Italiano
PAPINI Andrea,Misto
PAPPALARDO Ferdinando,Sinistra Democratica - l'Ulivo
PARDINI Alessandro,Sinistra Democratica - l'Ulivo
PAROLA Vittorio,Sinistra Democratica - l'Ulivo
PASQUALI Adriana,Alleanza Nazionale
PASQUINI Giancarlo,Sinistra Democratica - l'Ulivo
PASSIGLI Stefano,Sinistra Democratica - l'Ulivo
PASTORE Andrea,Forza Italia
PEDRIZZI Riccardo,Alleanza Nazionale
PELELLA Enrico,Sinistra Democratica - l'Ulivo
PELLEGRINO Giovanni,Sinistra Democratica - l'Ulivo
PELLICINI Piero,Alleanza Nazionale
PERA Marcello,Forza Italia
PERUZZOTTI Luigi,Lega
PETRUCCI Patrizio,Sinistra Democratica - l'Ulivo
PETRUCCIOLI Claudio,Sinistra Democratica - l'Ulivo
PETTINATO Rosario,Verdi - l'Ulivo
PIANETTA Enrico,Forza Italia
PIATTI Gianni,Sinistra Democratica - l'Ulivo
PICCIONI Lorenzo,Forza Italia
PIERONI Maurizio,Verdi - l'Ulivo
PILONI Ornella,Sinistra Democratica - l'Ulivo
PINGGERA Armin,Misto
PINTO Michele,Partito Popolare Italiano
PIREDDA Matteo,Centro Cristiano Democratico
PIZZINATO Antonio,Sinistra Democratica - l'Ulivo
POLIDORO Giovanni,Partito Popolare Italiano;Democrazia Europea
PONTONE Francesco,Alleanza Nazionale
PORCARI Saverio Salvatore,Alleanza Nazionale;Federazione Cristiano Democratica - CDU;Misto;per l'UDR (CDU-CDR-Nuova Italia);Misto;Forza Italia
PREDA Aldo,Sinistra Democratica - l'Ulivo
PREIONI Marco,Lega
PROVERA Fiorello,Lega
RAGNO Salvatore,Alleanza Nazionale
RECCIA Filippo,Alleanza Nazionale;Forza Italia;Alleanza Nazionale
RESCAGLIO Angelo,Partito Popolare Italiano
RIGO Mario,Misto
RIPAMONTI Natale,Verdi - l'Ulivo
RIZZI Enrico,Forza Italia
ROBOL Alberto,Partito Popolare Italiano
ROCCHI Carla,Verdi - l'Ulivo
ROGNONI Carlo,Sinistra Democratica - l'Ulivo
RONCHI Edo,Verdi - l'Ulivo
RONCONI Maurizio,Federazione Cristiano Democratica - CDU;Centro Cristiano Democratico
ROSSI Sergio,Lega
ROTELLI Ettore,Forza Italia
RUSSO Giovanni,Sinistra Democratica - l'Ulivo
RUSSO SPENA Giovanni,Rifondazione Comunista - Progressisti;Misto
SALVATO Ersilia,Rifondazione Comunista - Progressisti;Democratici di Sinistra - l'Ulivo
SALVI Cesare,Sinistra Democratica - l'Ulivo
SARACCO Giovanni,Sinistra Democratica - l'Ulivo
SARTO Giorgio,Verdi - l'Ulivo
SARTORI Maria Antonietta,Sinistra Democratica - l'Ulivo
SCALFARO Oscar Luigi,Misto
SCHIFANI Renato,Forza Italia
SCIVOLETTO Concetto,Sinistra Democratica - l'Ulivo
SCOGNAMIGLIO PASINI Carlo Luigi,Forza Italia;Misto;per l'UDR (CDU-CDR-Nuova Italia);Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto
SCOPELLITI Francesca,Forza Italia
SELLA DI MONTELUCE Nicolo',Forza Italia
SEMENZATO Stefano,Verdi - l'Ulivo
SENESE Salvatore,Sinistra Democratica - l'Ulivo
SERENA Antonio,Lega;Misto;Alleanza Nazionale
SERVELLO Francesco,Alleanza Nazionale
SILIQUINI Maria Grazia,Federazione Cristiano Democratica - CCD;Alleanza Nazionale
SMURAGLIA Carlo,Sinistra Democratica - l'Ulivo
SPECCHIA Giuseppe,Alleanza Nazionale
SPERONI Francesco Enrico,Lega
SQUARCIALUPI Vera Liliana,Sinistra Democratica - l'Ulivo
STANISCIA Angelo,Sinistra Democratica - l'Ulivo
STIFFONI Piergiorgio,Lega Nord - Per la Padania indipendente
TABLADINI Francesco,Lega
TAPPARO Giancarlo,Sinistra Democratica - l'Ulivo
TAROLLI Ivo,Federazione Cristiano Democratica - CCD
TAVIANI Emilio Paolo,Partito Popolare Italiano
TERRACINI Giulio Mario,Forza Italia
THALER AUSSERHOFER Helga,Misto
TIRELLI Francesco,Lega
TOIA Patrizia,Partito Popolare Italiano
TOMASSINI Antonio,Forza Italia
TONIOLLI Marco,Forza Italia
TRAVAGLIA Sergio,Forza Italia
TURINI Giuseppe,Alleanza Nazionale
UCCHIELLI Palmiro,Sinistra Democratica - l'Ulivo
VALENTINO Giuseppe,Alleanza Nazionale
VALIANI Leo,Misto
VALLETTA Antonino,Sinistra Democratica - l'Ulivo;Misto
VEDOVATO Sergio,Sinistra Democratica - l'Ulivo
VEGAS Giuseppe,Forza Italia
VELTRI Massimo,Sinistra Democratica - l'Ulivo
VENTUCCI Cosimo,Forza Italia
VERALDI Donato,Partito Popolare Italiano
VERTONE Saverio,Forza Italia;Misto;Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa;Misto
VIGEVANI Fausto,Sinistra Democratica - l'Ulivo
VILLONE Massimo,Sinistra Democratica - l'Ulivo
VISENTIN Roberto,Lega
VISERTA COSTANTINI Bruno,Sinistra Democratica - l'Ulivo
VIVIANI Luigi,Sinistra Democratica - l'Ulivo
VOLCIC Demetrio,Sinistra Democratica - l'Ulivo
WILDE Massimo,Lega
ZAMBRINO Arturo Mario,Alleanza Nazionale
ZANOLETTI Tomaso,Federazione Cristiano Democratica - CDU;CCD-Cristiani Democratici per la liberta'
ZECCHINO Ortensio,Partito Popolare Italiano;Democrazia Europea
ZILIO Giancarlo,Partito Popolare Italiano
