NAME,PARTIES
CHIAROMONTE Franca,Partito Democratico
CHITI Vannino,Partito Democratico
CHIURAZZI Carlo,Partito Democratico
CIAMPI Carlo Azeglio,Misto
CIARRAPICO Giuseppe,Il Popolo della Libertà
CICOLANI Angelo Maria,Il Popolo della Libertà
CINTOLA Salvatore,"UDC, SVP e Autonomie"
COLLI Ombretta,Il Popolo della Libertà
COLLINO Giovanni,Il Popolo della Libertà
COLOMBO Emilio,"UDC, SVP e Autonomie"
COMINCIOLI Romano,Il Popolo della Libertà
COMPAGNA Luigi,Il Popolo della Libertà
CONTI Riccardo,Il Popolo della Libertà
CONTINI Barbara,Il Popolo della Libertà;Futuro e Libertà per l'Italia;Misto;Per il Terzo Polo (ApI-FLI)
CORONELLA Gennaro,Il Popolo della Libertà
COSENTINO Lionello,Partito Democratico
COSSIGA Francesco,"UDC, SVP e Autonomie"
COSTA Rosario Giorgio,Il Popolo della Libertà
CRISAFULLI Vladimiro,Partito Democratico
CUFFARO Salvatore,"UDC, SVP e Autonomie"
CURSI Cesare,Il Popolo della Libertà
CUTRUFO Mauro,Il Popolo della Libertà
D'ALI' Antonio,Il Popolo della Libertà
D'ALIA Gianpiero,"UDC, SVP e Autonomie"
D'AMBROSIO Gerardo,Partito Democratico
D'AMBROSIO LETTIERI Luigi,Il Popolo della Libertà
DAVICO Michelino,Lega Nord Padania
DE ANGELIS Candido,Il Popolo della Libertà;Futuro e Libertà per l'Italia;Misto;Per il Terzo Polo (ApI-FLI)
DE CASTRO Paolo,Partito Democratico
DE ECCHER Cristano,Il Popolo della Libertà
DE FEO Diana,Il Popolo della Libertà
DE GREGORIO Sergio,Il Popolo della Libertà
DE LILLO Stefano,Il Popolo della Libertà
DELLA MONICA Silvia,Partito Democratico
DELLA SETA Roberto,Partito Democratico
DELL'UTRI Marcello,Il Popolo della Libertà
DELOGU Mariano,Il Popolo della Libertà;Centrodestra Nazionale
DEL PENNINO Antonio Adolfo Maria,Misto
DE LUCA Cristina,Per il Terzo Polo (ApI-FLI)
DE LUCA Vincenzo,Partito Democratico
DEL VECCHIO Mauro,Partito Democratico
DE SENA Luigi,Partito Democratico
DE TONI Gianpiero,Italia dei Valori
DI GIACOMO Ulisse,Il Popolo della Libertà
DIGILIO Egidio,Il Popolo della Libertà;Futuro e Libertà per l'Italia;Misto;Per il Terzo Polo (ApI-FLI)
DI GIOVAN PAOLO Roberto,Partito Democratico
DI GIROLAMO Leopoldo,Partito Democratico
DI GIROLAMO Nicola,Il Popolo della Libertà
DI NARDO Aniello,Italia dei Valori
DINI Lamberto,Il Popolo della Libertà
DI STEFANO Fabrizio,Il Popolo della Libertà
DIVINA Sergio,Lega Nord Padania
DONAGGIO Cecilia,Partito Democratico
DRAGO Filippo Maria,Misto
D'UBALDO Lucio Alessio,Partito Democratico
ESPOSITO Giuseppe,Il Popolo della Libertà
FANTETTI Raffaele,Misto;Il Popolo della Libertà
FASANO Enzo,Il Popolo della Libertà
FAZZONE Claudio,Il Popolo della Libertà
FERRANTE Francesco,Partito Democratico
FERRARA Mario,Il Popolo della Libertà;Coesione Nazionale - Io Sud
FILIPPI Alberto,Lega Nord Padania;Misto;Coesione Nazionale-Io Sud-Forza del Sud;Misto
FILIPPI Marco,Partito Democratico
FINOCCHIARO Anna,Partito Democratico
FIORONI Anna Rita,Partito Democratico
FIRRARELLO Giuseppe,Il Popolo della Libertà
FISTAROL Maurizio,"Partito Democratico;Misto;Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Io Sud, Movimento Repubblicani Europei)"
FLERES Salvo,Il Popolo della Libertà;Coesione Nazionale - Io Sud
FLUTTERO Andrea,Il Popolo della Libertà
FOLLINI Marco,Partito Democratico
FONTANA Cinzia Maria,Partito Democratico
FORMIGONI Roberto,Il Popolo della Libertà
FOSSON Antonio,"UDC, SVP e Autonomie"
FRANCO Paolo,Lega Nord Padania
FRANCO Vittoria,Partito Democratico
GALAN Giancarlo,
GALIOTO Vincenzo,"Il Popolo della Libertà;Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Io Sud, Movimento Repubblicani Europei)"
GALLO Cosimo,Il Popolo della Libertà
GALLONE Maria Alessandra,Il Popolo della Libertà;Centrodestra Nazionale
GALPERTI Guido,Partito Democratico
GAMBA Pierfrancesco Emilio Romano,Il Popolo della Libertà;Centrodestra Nazionale
GARAVAGLIA Mariapia,Partito Democratico
GARAVAGLIA Massimo,Lega Nord Padania
GARRAFFA Costantino,Partito Democratico
GASBARRI Mario,Partito Democratico
GASPARRI Maurizio,Il Popolo della Libertà
GENTILE Antonio,Il Popolo della Libertà
GERMONTANI Maria Ida,Il Popolo della Libertà;Futuro e Libertà per l'Italia;Misto;Per il Terzo Polo (ApI-FLI)
GHEDINI Rita,Partito Democratico
GHIGO Enzo Giorgio,Il Popolo della Libertà
GIAI Mirella,"UDC, SVP e Autonomie"
GIAMBRONE Fabio,Italia dei Valori
GIARETTA Paolo,Partito Democratico
GIORDANO Basilio,Il Popolo della Libertà
GIOVANARDI Carlo,Il Popolo della Libertà
GIULIANO Pasquale,Il Popolo della Libertà
GRAMAZIO Domenico,Il Popolo della Libertà
GRANAIOLA Manuela,Partito Democratico
GRILLO Luigi,Il Popolo della Libertà
GUSTAVINO Claudio,"Partito Democratico;Misto;Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Io Sud, Movimento Repubblicani Europei)"
ICHINO Pietro,Partito Democratico
INCOSTANTE Maria Fortuna,Partito Democratico
IZZO Cosimo,Il Popolo della Libertà
LADU Silvestro,Il Popolo della Libertà
LANNUTTI Elio,Italia dei Valori;Misto
LATORRE Nicola,Partito Democratico
LATRONICO Cosimo,Il Popolo della Libertà
LAURO Raffaele,Il Popolo della Libertà;Misto
LEDDI Maria,Partito Democratico
LEGNINI Giovanni,Partito Democratico
LENNA Vanni,Il Popolo della Libertà
LEONI Giuseppe,Lega Nord Padania
LEVI-MONTALCINI Rita,Misto
LICASTRO SCARDINO Simonetta,Il Popolo della Libertà
LI GOTTI Luigi,Italia dei Valori
LIVI BACCI Massimo,Partito Democratico
LONGO Piero,Il Popolo della Libertà
LUMIA Giuseppe,Partito Democratico
LUSI Luigi,Partito Democratico;Misto
MAGISTRELLI Marina,Partito Democratico
MALAN Lucio,Il Popolo della Libertà
MANCUSO Anna Maria,Per il Terzo Polo (ApI-FLI)
MANTICA Alfredo,Il Popolo della Libertà;Centrodestra Nazionale
MANTOVANI Mario,Il Popolo della Libertà
MARAVENTANO Angela,Lega Nord Padania
MARCENARO Pietro,Partito Democratico
MARCUCCI Andrea,Partito Democratico
MARINARO Francesca Maria,Partito Democratico
MARINI Franco,Partito Democratico
MARINO Ignazio,Partito Democratico
MARINO Mauro Maria,Partito Democratico
MARITATI Alberto,Partito Democratico
MARTINAT Ugo,Il Popolo della Libertà
MASCITELLI Alfonso,Italia dei Valori
MASSIDDA Piergiorgio,Il Popolo della Libertà
MATTEOLI Altero,Il Popolo della Libertà
MAURO Rosa Angela,Lega Nord Padania;Misto
MAZZARACCHIO Salvatore,Il Popolo della Libertà
MAZZATORTA Sandro,Lega Nord Padania
MAZZUCONI Daniela,Partito Democratico
MENARDI Giuseppe,Il Popolo della Libertà;Futuro e Libertà per l'Italia;Coesione Nazionale
MERCATALI Vidmer,Partito Democratico
MESSINA Alfredo,Il Popolo della Libertà
MICHELONI Claudio,Partito Democratico
MILANA Riccardo,"Partito Democratico;Misto;Per il Terzo Polo (ApI-FLI);Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei, Partito Liberale Italiano, Partito Socialista Italiano)"
MILONE Giuseppe,Il Popolo della Libertà;Centrodestra Nazionale
MOLINARI Claudio,Partito Democratico;Misto;Per il Terzo Polo (ApI-FLI)
MONACO Francesco,Partito Democratico
MONGIELLO Colomba,Partito Democratico
MONTANI Enrico,Lega Nord Padania
MONTI Cesarino,Lega Nord Padania
MONTI Mario,Misto
MORANDO Enrico,Partito Democratico
MORRA Carmelo,Il Popolo della Libertà
MORRI Fabrizio,Partito Democratico
MUGNAI Franco,Il Popolo della Libertà
MURA Roberto,Lega Nord Padania
MUSI Adriano,Partito Democratico
MUSSO Enrico,"Il Popolo della Libertà;Misto;Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Io Sud, Movimento Repubblicani Europei)"
NANIA Domenico,Il Popolo della Libertà
NEGRI Magda,Partito Democratico
NEROZZI Paolo,Partito Democratico
NESPOLI Vincenzo,Il Popolo della Libertà
NESSA Pasquale,Il Popolo della Libertà
OLIVA Vincenzo,Misto
ORSI Franco,Il Popolo della Libertà
PALMA Nitto Francesco,Il Popolo della Libertà
PALMIZIO Elio Massimo,Il Popolo della Libertà;Coesione Nazionale;Il Popolo della Libertà;Coesione Nazionale (Grande Sud-SI-PID-Il Buongoverno)
PAPANIA Antonino,Partito Democratico
PARAVIA Antonio,Il Popolo della Libertà;Centrodestra Nazionale
PARDI Francesco,Italia dei Valori
PASSONI Achille,Partito Democratico
PASTORE Andrea,Il Popolo della Libertà
PEDICA Stefano,Italia dei Valori;Misto
PEGORER Carlo,Partito Democratico
PERA Marcello,Il Popolo della Libertà
PERDUCA Marco,Partito Democratico
PERTOLDI Flavio,Partito Democratico
PETERLINI Oskar,"UDC, SVP e Autonomie"
PICCIONI Lorenzo,Il Popolo della Libertà
PICCONE Filippo,Il Popolo della Libertà
PICHETTO FRATIN Gilberto,Il Popolo della Libertà
PIGNEDOLI Leana,Partito Democratico
PININFARINA Sergio,Misto
PINOTTI Roberta,Partito Democratico
PINZGER Manfred,"UDC, SVP e Autonomie"
PISANU Beppe,Il Popolo della Libertà
PISCITELLI Salvatore,Il Popolo della Libertà;Coesione Nazionale
PISTORIO Giovanni,Misto
PITTONI Mario,Lega Nord Padania
POLI BORTONE Adriana,"Il Popolo della Libertà;Misto;UDC, SVP e Autonomie;Coesione Nazionale"
PONTONE Francesco,Il Popolo della Libertà;Futuro e Libertà per l'Italia;Il Popolo della Libertà
PORETTI Donatella,Partito Democratico
POSSA Guido,Il Popolo della Libertà
PROCACCI Giovanni,Partito Democratico
QUAGLIARIELLO Gaetano,Il Popolo della Libertà
RAMPONI Luigi,Il Popolo della Libertà
RANDAZZO Nino,Partito Democratico
RANUCCI Raffaele,Partito Democratico
RIZZI Fabio,Lega Nord Padania
RIZZOTTI Maria,Il Popolo della Libertà
ROILO Giorgio,Partito Democratico
ROSSI Nicola,Partito Democratico;Misto
ROSSI Paolo,Partito Democratico
RUSCONI Antonio,Partito Democratico
RUSSO Giacinto,Italia dei Valori;Misto;Per il Terzo Polo (ApI-FLI)
RUTELLI Francesco,Partito Democratico;Misto;Per il Terzo Polo (ApI-FLI)
SACCOMANNO Michele,Il Popolo della Libertà;Fratelli d'Italia - Centrodestra Nazionale
SACCONI Maurizio,Il Popolo della Libertà
SAIA Maurizio,Il Popolo della Libertà;Futuro e Libertà per l'Italia;Coesione Nazionale
SALTAMARTINI Filippo,Il Popolo della Libertà
SANCIU Fedele,Il Popolo della Libertà
SANGALLI Gian Carlo,Partito Democratico
SANNA Francesco,Partito Democratico
SANTINI Giacomo,Il Popolo della Libertà
SARO Giuseppe,Il Popolo della Libertà
SARRO Carlo,Il Popolo della Libertà
SBARBATI Luciana,"Partito Democratico;UDC,SVP,Io Sud e Autonomie"
SCALFARO Oscar Luigi,Misto
SCANU Gian Piero,Partito Democratico
SCARABOSIO Aldo,Il Popolo della Libertà
SCARPA BONAZZA BUORA Paolo,Il Popolo della Libertà
SCHIFANI Renato,Il Popolo della Libertà
SCIASCIA Salvatore,Il Popolo della Libertà
SCOTTI Luigi,Il Popolo della Libertà
SERAFINI Anna Maria,Partito Democratico
SERAFINI Giancarlo,Il Popolo della Libertà
SERRA Achille,"Partito Democratico;Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Io Sud, Movimento Repubblicani Europei)"
SIBILIA Cosimo,Il Popolo della Libertà
SIRCANA Silvio Emilio,Partito Democratico
SOLIANI Albertina,Partito Democratico
SPADONI URBANI Ada,Il Popolo della Libertà
SPEZIALI Vincenzo,Il Popolo della Libertà
SPINELLO Sandro,Partito Democratico
STANCANELLI Raffaele,Il Popolo della Libertà
STIFFONI Piergiorgio,Lega Nord Padania;Misto
STRADIOTTO Marco,Partito Democratico
STRANO Nino,Per il Terzo Polo (ApI-FLI)
TANCREDI Paolo,Il Popolo della Libertà
TEDESCO Alberto,Partito Democratico;Misto
THALER AUSSERHOFER Helga,"UDC, SVP e Autonomie"
TOFANI Oreste,Il Popolo della Libertà
TOMASELLI Salvatore,Partito Democratico
TOMASSINI Antonio,Il Popolo della Libertà
TONINI Giorgio,Partito Democratico
TORRI Giovanni,Lega Nord Padania
TOTARO Achille,Il Popolo della Libertà;Centrodestra Nazionale
TREU Tiziano,Partito Democratico
VACCARI Gianvittore,Lega Nord Padania
VALDITARA Giuseppe,Il Popolo della Libertà;Futuro e Libertà per l'Italia;Misto;Per il Terzo Polo (ApI-FLI)
VALENTINO Giuseppe,Il Popolo della Libertà
VALLARDI Gianpaolo,Lega Nord Padania
VALLI Armando,Lega Nord Padania
VEDANI Alessandro,Lega Nord Padania
VERONESI Umberto,Partito Democratico
VETRELLA Sergio,Il Popolo della Libertà
VICARI Simona,Il Popolo della Libertà
VICECONTE Guido,Il Popolo della Libertà
VIESPOLI Pasquale,Il Popolo della Libertà;Futuro e Libertà per l'Italia;Coesione Nazionale
VILLARI Riccardo,Partito Democratico;Misto;Coesione Nazionale
VIMERCATI Luigi,Partito Democratico
VITA Vincenzo Maria,Partito Democratico
VITALI Walter,Partito Democratico
VIZZINI Carlo,"Il Popolo della Libertà;Unione di Centro, SVP e Autonomie (UnioneValdôtaine, MAIE, VersoNord, Movimento Repubblicani Europei, Partito Liberale Italiano)"
ZANDA Luigi,Partito Democratico
ZANETTA Valter,Il Popolo della Libertà
ZANOLETTI Tomaso,Il Popolo della Libertà
ZAVOLI Sergio,Partito Democratico
