NAME,PARTIES
PACE Lodovico,Alleanza Nazionale
PAGANO Maria Grazia,Democratici di Sinistra - l'Ulivo
PAGLIARULO Gianfranco,Misto
PALOMBO Mario,Alleanza Nazionale
PAPANIA Antonino,Margherita - DL - L'Ulivo
PASCARELLA Gaetano,Democratici di Sinistra - l'Ulivo
PASINATO Antonio,Forza Italia
PASQUINI Giancarlo,Democratici di Sinistra - l'Ulivo
PASSIGLI Stefano,Democratici di Sinistra - l'Ulivo
PASTORE Andrea,Forza Italia
PEDRAZZINI Celestino,Lega Nord Padania
PEDRINI Egidio Enrico,Margherita;Misto;Per le Autonomie
PEDRIZZI Riccardo,Alleanza Nazionale
PELLEGRINO Gaetano Antonio,CCD-CDU: Biancofiore
PELLICINI Piero,Alleanza Nazionale
PERA Marcello,Forza Italia
PERUZZOTTI Luigi,Lega Nord Padania
PESSINA Vittorio,Forza Italia
PETERLINI Oskar,Per le Autonomie
PETRINI Pierluigi,Margherita
PETRUCCIOLI Claudio,Democratici di Sinistra - l'Ulivo
PIANETTA Enrico,Forza Italia
PIATTI Gianni,Democratici di Sinistra - l'Ulivo
PICCIONI Lorenzo,Forza Italia
PILONI Ornella,Democratici di Sinistra - l'Ulivo
PININFARINA Sergio,Misto
PIROVANO Ettore Pietro,Lega Nord Padania
PIZZINATO Antonio,Democratici di Sinistra - l'Ulivo
PONTONE Francesco,Alleanza Nazionale
PONZO Egidio Luigi,Forza Italia
PROVERA Fiorello,Lega Nord Padania
RAGNO Salvatore,Alleanza Nazionale
RIGHETTI Franco,Margherita;Misto
RIGONI Andrea,Margherita
RIPAMONTI Natale,Verdi - l'Ulivo
RIZZI Enrico,Forza Italia
ROLLANDIN Augusto,Per le Autonomie
RONCONI Maurizio,CCD-CDU: Biancofiore
ROTONDO Antonio,Democratici di Sinistra - l'Ulivo
RUVOLO Giuseppe,Per le Autonomie;Unione Democristiana e di Centro
SALERNO Roberto,Alleanza Nazionale
SALINI Rocco,Forza Italia;Misto
SALVI Cesare,Democratici di Sinistra - l'Ulivo
SALZANO Francesco,Per le Autonomie;Unione Democristiana e di Centro
SAMBIN Stanislao Alessandro,Forza Italia
SANZARELLO Sebastiano,Forza Italia;Misto;Unione Democristiana e di Centro
SAPORITO Learco,Alleanza Nazionale
SCALERA Giuseppe,Margherita
SCALFARO Oscar Luigi,Misto
SCARABOSIO Aldo,Forza Italia
SCHIFANI Renato,Forza Italia
SCOTTI Luigi,Forza Italia
SEMERARO Giuseppe,Alleanza Nazionale
SERVELLO Francesco,Alleanza Nazionale
SESTINI Grazia,Forza Italia
SILIQUINI Maria Grazia,Alleanza Nazionale
SODANO Calogero,CCD-CDU: Biancofiore
SODANO Tommaso,Misto
SOLIANI Albertina,Margherita
SPECCHIA Giuseppe,Alleanza Nazionale
STANISCI Rosa,Democratici di Sinistra - l'Ulivo
STIFFONI Piergiorgio,Lega Nord Padania
SUDANO Domenico,CCD-CDU: Biancofiore
TAROLLI Ivo,CCD-CDU: Biancofiore
TATO' Filomeno Biagio,Alleanza Nazionale
TAVIANI Emilio Paolo,Margherita
TESSITORE Fulvio,Democratici di Sinistra - l'Ulivo
THALER AUSSERHOFER Helga,Per le Autonomie
TIRELLI Francesco,Lega Nord Padania
TOFANI Oreste,Alleanza Nazionale
TOGNI Livio,Misto
TOIA Patrizia,Margherita
TOMASSINI Antonio,Forza Italia
TONINI Giorgio,Democratici di Sinistra - l'Ulivo
TRAVAGLIA Sergio,Forza Italia
TREDESE Flavio,Forza Italia
TREMATERRA Gino,CCD-CDU: Biancofiore
TREU Tiziano,Margherita
TUNIS Gianfranco,CCD-CDU: Biancofiore
TURCI Lanfranco,Democratici di Sinistra - l'Ulivo
TURRONI Sauro,Verdi - l'Ulivo
ULIVI Roberto,Alleanza Nazionale
VALDITARA Giuseppe,Alleanza Nazionale
VALLONE Giuseppe,Margherita
VANZO Antonio Gianfranco,Lega Nord Padania
VEGAS Giuseppe,Forza Italia
VENTUCCI Cosimo,Forza Italia
VERALDI Donato,Margherita
VICINI Antonio,Democratici di Sinistra - l'Ulivo
VILLONE Massimo,Democratici di Sinistra - l'Ulivo
VISERTA COSTANTINI Bruno,Democratici di Sinistra - l'Ulivo
VITALI Walter,Democratici di Sinistra - l'Ulivo
VIVIANI Luigi,Democratici di Sinistra - l'Ulivo
VIZZINI Carlo,Forza Italia
ZANCAN Giampaolo,Verdi - l'Ulivo
ZANDA Luigi,Margherita - DL - L'Ulivo
ZANOLETTI Tomaso,CCD-CDU: Biancofiore
ZAPPACOSTA Lucio,Alleanza Nazionale
ZAVOLI Sergio,Misto;Democratici di Sinistra - l'Ulivo
ZICCONE Guido,Forza Italia
ZORZOLI Alberto Pietro Maria,Forza Italia
